country_code,country_name,year,literacy,primary,secondary,tertiary,years_schooling,education_component,total_weight
TGO,,2021,,0.5298738763391551,0.3843674199253968,,,0.44903695610928934,0.45
TGO,Togo,2022,0.725999984741211,0.5368618136540209,,,,0.650344716306335,0.5
TGO,,2023,,0.5268129675394908,0.3865146366902308,,,0.448869450401013,0.45
THA,,1960,,,,,0.04190000000000001,0.04190000000000001,0.1
THA,,1965,,,,,0.0373,0.0373,0.1
THA,,1970,,,,,0.025099999999999997,0.0251,0.1
THA,,1975,,,,,0.0301,0.0301,0.1
THA,Thailand,1980,0.8798000335693359,,,,0.0364,0.6689500251770018,0.4
THA,,1985,,,,,0.0415,0.041499999999999995,0.1
THA,,1990,,,,,0.048499999999999995,0.0485,0.1
THA,,1995,,,,,0.055,0.055,0.1
THA,Thailand,2000,0.9265000152587891,,,,0.0565,0.7090000114440917,0.4
THA,,2001,,0.42572678883541065,0.39022592016188756,0.23360829839049366,,0.3629051376102135,0.6
THA,,2002,,0.42926901281135854,0.3994752228071162,0.2407557266584886,,0.3697266121047068,0.6
THA,,2003,,,,0.24693241535898122,,0.24693241535898122,0.15
THA,,2004,,0.43837836517796075,0.4110451975168169,0.2528691428780702,,0.38061223974417824,0.6
THA,Thailand,2005,0.935100021362305,0.44080689172582005,0.43775206021313745,0.26602194074670976,0.0703,0.5250626909191463,1.0
THA,,2006,,0.4406567315126946,0.4365549674583271,0.26505870854924735,,0.39504815741584637,0.6
