country_code,country_name,year,value,indicator
SSF,Sub-Saharan Africa,2004,6244.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2003,5716.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2002,6099.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2001,6206.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,2000,3132.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1999,3748.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1998,7801.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1997,7511.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1996,6543.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1995,6202.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1994,5314.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1993,4676.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1992,4773.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1991,5036.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1990,5632.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1989,5232.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1988,5348.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1987,5348.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1986,5626.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1985,6824.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1984,7035.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1983,6374.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1982,7427.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1981,6622.0,"Patent applications, nonresidents"
SSF,Sub-Saharan Africa,1980,6040.0,"Patent applications, nonresidents"
,Upper middle income,2020,225900.0,"Patent applications, nonresidents"
